age,workclass,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,education_id,marital_status_id,occupation_id
51,nan, Husband, White, Male,0,0,50, United-States, >50K,8,2,12
26, Private, Own-child, White, Female,0,0,24, United-States, <=50K,6,1,5
54, Private, Husband, White, Male,0,0,60, United-States, <=50K,15,2,9
22, Private, Own-child, White, Female,0,0,48, Iran, <=50K,6,3,6
19, Private, Own-child, White, Male,0,0,35, United-States, <=50K,2,1,8
47, Private, Other-relative, Black, Male,0,0,40, United-States, <=50K,9,3,3
32, Private, Unmarried, White, Female,0,0,20, United-States, <=50K,2,4,5
46, Private, Husband, White, Male,15024,0,60, United-States, >50K,1,2,2
30, Private, Not-in-family, White, Female,0,0,40, United-States, >50K,1,1,11
35, Private, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,4,1,2
52, Private, Husband, White, Male,5013,0,40, United-States, <=50K,8,2,11
73, Self-emp-not-inc, Husband, White, Male,0,0,18, United-States, <=50K,16,2,9
17, Private, Own-child, White, Male,0,0,10, Canada, <=50K,13,1,5
32, Private, Unmarried, White, Female,0,0,32, United-States, <=50K,1,5,4
43, Local-gov, Husband, White, Male,0,0,40, United-States, >50K,4,2,4
19,nan, Own-child, White, Male,0,0,40, Portugal, <=50K,2,1,12
26, Private, Unmarried, Other, Female,0,0,40, Columbia, <=50K,2,1,10
41, Federal-gov, Husband, White, Male,0,0,40, United-States, >50K,4,2,2
49, Private, Husband, White, Male,15024,0,60, United-States, >50K,7,2,6
52, State-gov, Unmarried, White, Male,0,0,40, United-States, <=50K,6,5,13
35, Private, Unmarried, White, Female,0,0,32, United-States, <=50K,2,5,1
57, Private, Husband, White, Male,0,0,52, United-States, <=50K,3,2,5
35, Private, Unmarried, White, Female,0,0,44, United-States, <=50K,8,4,4
33, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,4
56, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,9,3,8
42, Private, Own-child, White, Male,0,0,60, United-States, <=50K,1,1,6
17, Private, Own-child, White, Male,0,0,20, United-States, <=50K,6,1,1
49, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,2,3,1
39, Private, Husband, White, Male,0,0,45, United-States, >50K,11,2,4
34, Self-emp-not-inc, Unmarried, White, Female,0,0,50, United-States, <=50K,6,3,1
37, Self-emp-not-inc, Not-in-family, Black, Male,0,0,40, United-States, <=50K,6,1,4
22, Private, Not-in-family, White, Male,0,0,35, United-States, <=50K,16,1,5
27, Private, Husband, White, Male,0,0,40, Mexico, <=50K,8,2,7
21, Private, Own-child, White, Female,0,0,25, United-States, <=50K,6,1,6
59,nan, Husband, White, Male,0,0,40, United-States, <=50K,6,2,12
44, Private, Husband, White, Male,3103,0,40, United-States, >50K,1,2,1
53, Self-emp-not-inc, Not-in-family, White, Male,0,0,99, United-States, <=50K,13,4,8
26, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,3,1,7
48, Private, Husband, White, Male,0,0,45, United-States, >50K,1,2,2
39, Private, Husband, White, Male,0,0,70, United-States, <=50K,1,2,2
34, Private, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K,2,1,5
54, State-gov, Husband, White, Male,0,0,38, United-States, <=50K,1,2,2
36, Private, Husband, White, Male,7298,0,50, United-States, >50K,2,2,8
60, Private, Husband, White, Male,5013,0,40, United-States, <=50K,2,2,4
50, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,13
48, Local-gov, Husband, White, Male,0,0,45, United-States, <=50K,1,2,4
35, Private, Own-child, White, Female,0,2205,40, United-States, <=50K,6,1,1
40, Self-emp-not-inc, Not-in-family, White, Female,0,0,50, United-States, <=50K,7,3,4
30, Private, Husband, White, Male,0,0,70, United-States, <=50K,1,2,2
65, Self-emp-not-inc, Husband, White, Male,6514,0,40, United-States, >50K,6,2,10
31, Private, Husband, White, Male,0,0,60, United-States, <=50K,2,2,7
46, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,7,2,1
67,nan, Not-in-family, White, Female,2050,0,40, United-States, <=50K,5,3,12
62, Self-emp-inc, Husband, White, Male,0,0,50, United-States, <=50K,8,2,2
38, Private, Unmarried, White, Female,0,0,40, Cuba, <=50K,1,1,2
24, Private, Own-child, White, Female,0,0,30, United-States, <=50K,1,1,5
24, Private, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Philippines, <=50K,6,1,6
27, Private, Not-in-family, White, Female,0,0,48, United-States, <=50K,1,1,4
43, State-gov, Unmarried, White, Female,0,0,30, United-States, <=50K,7,4,5
48, Private, Unmarried, Asian-Pac-Islander, Female,0,0,40, South, <=50K,2,3,3
41, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,5,7
30, Private, Wife, Black, Female,0,0,45, United-States, <=50K,6,2,11
38, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,6
45, Private, Not-in-family, White, Male,0,0,40, United-States, >50K,11,1,4
45, Private, Own-child, White, Male,0,0,40, United-States, <=50K,1,1,4
55, Private, Not-in-family, White, Female,0,0,38, United-States, <=50K,6,3,1
46, Self-emp-not-inc, Husband, White, Male,0,0,75, Greece, <=50K,9,2,2
24, Private, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,1,1,4
31, Local-gov, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K,6,1,1
35, Private, Husband, White, Male,0,0,35, United-States, <=50K,2,2,7
37, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,5,1
29, Private, Husband, White, Male,0,0,45, United-States, <=50K,6,2,4
56, Private, Husband, White, Male,0,0,50, United-States, >50K,1,2,2
60,nan, Husband, White, Male,0,1848,40, United-States, >50K,2,2,12
25, Private, Not-in-family, White, Male,0,1590,60, United-States, <=50K,1,1,2
33, Private, Husband, White, Male,0,0,40, United-States, <=50K,13,2,10
44, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,6
21, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,7
21, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,1
46, Federal-gov, Husband, White, Male,0,0,40, England, >50K,4,2,2
44, Self-emp-inc, Husband, White, Male,0,0,50, United-States, >50K,6,2,2
63, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,3,2
44, Private, Wife, White, Female,0,0,30, United-States, <=50K,2,2,1
31, Private, Husband, White, Male,0,0,45, Mexico, <=50K,6,2,7
26, Private, Husband, White, Male,0,0,42, United-States, <=50K,6,2,2
37, Self-emp-inc, Not-in-family, White, Male,0,0,50, United-States, <=50K,2,1,8
60,nan, Not-in-family, White, Female,0,0,40, United-States, >50K,6,3,12
33, Private, Husband, White, Male,0,0,45, United-States, <=50K,1,2,7
38, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,2
26, Private, Own-child, White, Female,0,0,35, United-States, <=50K,8,1,6
46, Self-emp-inc, Unmarried, Asian-Pac-Islander, Female,0,0,63, Thailand, <=50K,8,3,2
24, Private, Unmarried, White, Female,0,0,35, United-States, <=50K,2,1,5
47, Local-gov, Husband, White, Male,0,0,35, United-States, >50K,4,2,4
27, Private, Not-in-family, White, Female,0,0,30, United-States, <=50K,6,1,11
46, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
47, Federal-gov, Husband, Black, Male,0,0,40, United-States, >50K,7,2,1
47, Private, Unmarried, White, Male,0,0,40, Honduras, <=50K,2,3,1
69, Private, Unmarried, White, Male,2538,0,40, United-States, <=50K,2,7,10
32, Private, Husband, White, Male,7298,0,40, United-States, >50K,2,2,6
51, Private, Husband, Black, Male,0,0,40, United-States, <=50K,2,2,8
36, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,6
50, Local-gov, Wife, White, Female,0,0,40, United-States, <=50K,4,2,4
29, Private, Husband, Asian-Pac-Islander, Male,0,0,60, India, <=50K,10,2,4
32, Private, Husband, White, Male,3908,0,40, United-States, <=50K,11,2,4
27, Private, Not-in-family, Amer-Indian-Eskimo, Male,0,0,75, United-States, <=50K,13,3,8
60, Private, Not-in-family, White, Female,0,0,35, Cuba, <=50K,9,3,1
31, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,5
46, Private, Husband, White, Male,0,0,40, United-States, <=50K,7,2,7
40, Local-gov, Own-child, White, Female,0,0,40, United-States, <=50K,2,1,1
39, Private, Husband, Black, Male,0,0,52, United-States, >50K,6,2,7
69, Self-emp-not-inc, Husband, White, Male,0,0,55, United-States, <=50K,9,2,6
54, Self-emp-inc, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
56, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,3,1
47, Federal-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,3,1
25, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,7,1,11
34, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, <=50K,2,2,8
24, Self-emp-not-inc, Own-child, White, Male,0,0,50, United-States, <=50K,9,1,9
63, Private, Husband, White, Male,10566,0,45, United-States, <=50K,6,2,7
29, Local-gov, Husband, White, Male,0,0,50, United-States, <=50K,4,2,4
64, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,1
44, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,1,4
26, Private, Other-relative, White, Male,0,0,60, United-States, <=50K,2,1,7
36, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,13,3,5
55, State-gov, Husband, White, Male,7688,0,38, United-States, >50K,1,2,1
37, Private, Wife, White, Female,0,0,40, United-States, >50K,2,2,3
37, Private, Not-in-family, White, Male,0,0,65, United-States, <=50K,13,1,10
63, Private, Wife, White, Female,7688,0,36, United-States, >50K,1,2,4
33, Private, Husband, White, Male,0,0,60, United-States, <=50K,2,2,8
19, Private, Own-child, White, Female,0,0,10, United-States, <=50K,6,1,1
57, Local-gov, Wife, Black, Female,0,1977,40, United-States, >50K,4,2,4
31, Private, Husband, White, Male,4386,0,45, United-States, >50K,7,2,6
20,nan, Own-child, White, Female,0,0,30, United-States, <=50K,6,1,12
58, Local-gov, Husband, White, Male,7298,0,40, United-States, >50K,2,2,2
20,nan, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,12
25, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,6
40, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,1
18, Private, Own-child, White, Male,1055,0,20, United-States, <=50K,3,1,5
26, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,1
29, Private, Husband, White, Male,0,0,50, United-States, >50K,10,2,4
45, Local-gov, Husband, Black, Male,0,0,40, United-States, <=50K,1,2,4
35, State-gov, Own-child, White, Female,0,0,38, United-States, <=50K,6,1,1
32, Private, Unmarried, White, Male,0,0,45, United-States, <=50K,6,3,10
61, Self-emp-not-inc, Other-relative, White, Female,0,0,40, United-States, <=50K,2,7,5
26, State-gov, Not-in-family, White, Male,0,0,15, United-States, <=50K,1,1,4
56, Private, Husband, White, Male,3103,0,40, United-States, >50K,2,2,7
22, Private, Own-child, Asian-Pac-Islander, Female,0,0,39, United-States, <=50K,6,4,1
49, Private, Husband, Black, Male,0,0,48, United-States, <=50K,1,2,10
40, Private, Wife, White, Female,0,0,12, United-States, <=50K,2,2,5
37, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,5,2
23,nan, Own-child, White, Male,0,0,50, United-States, <=50K,1,1,12
28, Private, Husband, White, Male,0,0,60, United-States, >50K,1,2,6
27, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
34, Self-emp-inc, Unmarried, White, Female,0,0,40, United-States, <=50K,8,3,6
49, Private, Husband, White, Male,0,0,45, United-States, <=50K,5,2,3
41, Private, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K,6,1,7
28, Private, Not-in-family, White, Male,0,0,21, United-States, <=50K,1,1,1
38, Private, Husband, White, Male,0,0,55, United-States, >50K,6,2,2
47, State-gov, Husband, White, Male,0,1740,40, United-States, <=50K,7,2,13
28, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,13
44, State-gov, Husband, White, Male,7688,0,50, United-States, >50K,4,2,4
41, Federal-gov, Not-in-family, White, Male,0,0,40, United-States, <=50K,1,3,4
50, Private, Husband, White, Male,0,0,36, United-States, >50K,11,2,4
73, Self-emp-not-inc, Not-in-family, White, Male,0,0,24, United-States, <=50K,2,7,7
21, Private, Own-child, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K,6,1,5
38, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,1
64,nan, Husband, White, Male,0,0,2, United-States, <=50K,4,2,12
47, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,6,3,11
52, Private, Husband, White, Male,15024,0,60, Canada, >50K,6,2,8
24, Private, Not-in-family, White, Male,0,0,45, United-States, <=50K,1,1,6
44, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
27, Private, Unmarried, White, Male,0,974,40, United-States, <=50K,9,3,10
61, Self-emp-not-inc, Husband, Black, Male,0,0,60, United-States, >50K,6,2,6
58, Private, Husband, White, Male,15024,0,40, United-States, >50K,1,2,6
51, Private, Not-in-family, White, Female,0,1564,43, United-States, >50K,1,1,6
49, Private, Unmarried, White, Female,0,0,55, England, <=50K,6,3,6
23, Private, Own-child, Black, Male,0,0,20, United-States, <=50K,6,1,1
19, Private, Own-child, Black, Female,0,0,40, United-States, <=50K,8,1,1
21, Private, Not-in-family, White, Male,0,0,53, United-States, <=50K,2,1,9
56, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,3,3,6
35, Private, Husband, White, Male,0,0,40, United-States, <=50K,16,2,7
37, Federal-gov, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K,6,3,11
41, Private, Unmarried, White, Female,0,0,50, United-States, >50K,10,3,6
30, Private, Husband, White, Male,0,0,40, United-States, <=50K,3,2,6
35, Private, Wife, White, Female,0,0,20,nan, <=50K,10,2,11
47, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
59, Self-emp-inc, Unmarried, White, Female,0,2559,50, United-States, >50K,13,7,2
55, Private, Husband, White, Male,0,0,32, United-States, <=50K,3,2,10
22,nan, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K,8,1,12
31, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,13,1,1
30, Private, Husband, White, Male,4386,0,40, United-States, >50K,4,2,1
24, Private, Own-child, White, Male,0,0,48, United-States, <=50K,1,1,2
49, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, <=50K,6,2,7
23, Private, Not-in-family, White, Male,0,0,25, Germany, <=50K,9,1,7
50, Private, Unmarried, White, Female,0,0,35, United-States, <=50K,2,3,1
38, Private, Not-in-family, Black, Male,0,0,40, United-States, <=50K,1,1,1
20, Self-emp-not-inc, Other-relative, Asian-Pac-Islander, Female,0,0,20, South, <=50K,6,1,4
49, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, >50K,6,2,7
45, Private, Other-relative, Asian-Pac-Islander, Female,0,0,50, South, <=50K,2,7,5
46, Federal-gov, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,1,2,4
19, Private, Own-child, White, Female,0,0,30, United-States, <=50K,2,1,5
31, Federal-gov, Own-child, White, Female,0,0,40, Cuba, <=50K,1,1,2
38, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,2,3,5
56, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, >50K,4,2,7
24, Private, Own-child, White, Male,0,0,40, United-States, <=50K,1,1,2
58, Local-gov, Husband, White, Male,0,0,50, United-States, <=50K,2,2,2
28, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,5
22, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,5
46, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,8
30, Private, Not-in-family, White, Male,0,0,40, Mexico, <=50K,15,1,9
56, Private, Husband, White, Male,0,0,45, United-States, >50K,1,2,1
32, Private, Husband, Asian-Pac-Islander, Male,0,0,40,nan, <=50K,2,2,10
56, Private, Husband, White, Male,0,0,44, United-States, >50K,2,2,8
50, Private, Husband, White, Male,0,0,40, United-States, <=50K,6,2,2
28,nan, Unmarried, Black, Female,0,0,30, United-States, <=50K,2,5,12
30, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,1,1,1
24, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,10
42, Federal-gov, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K,8,3,4
31, Self-emp-not-inc, Husband, White, Male,0,0,40, United-States, >50K,2,2,7
18, Private, Own-child, Other, Female,0,0,20,nan, <=50K,3,1,6
46, Private, Not-in-family, White, Female,0,0,25, Ecuador, <=50K,13,1,5
31, Private, Not-in-family, White, Female,0,0,65, United-States, >50K,1,1,6
38, Local-gov, Wife, White, Female,7688,0,40, United-States, >50K,1,2,4
44, Local-gov, Husband, White, Male,0,0,40, United-States, >50K,4,2,4
55, Self-emp-inc, Husband, White, Male,0,2415,50, United-States, >50K,1,2,2
19, Private, Own-child, White, Male,0,0,20, United-States, <=50K,2,1,5
45, Private, Not-in-family, White, Female,0,0,40, United-States, >50K,4,3,2
50, Self-emp-inc, Husband, White, Male,0,0,70, United-States, <=50K,6,2,7
53, Private, Husband, White, Male,0,0,40, Dominican-Republic, <=50K,5,2,5
41, Self-emp-inc, Husband, White, Male,99999,0,65, United-States, >50K,1,2,6
45, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,6,3,5
21, Private, Not-in-family, White, Female,0,0,39, United-States, <=50K,13,1,1
37, Private, Wife, White, Female,0,0,40, United-States, >50K,1,2,11
42, Federal-gov, Unmarried, Black, Female,0,0,40, United-States, <=50K,2,5,1
37, Self-emp-not-inc, Husband, White, Male,0,0,30, United-States, <=50K,2,2,11
46, Private, Not-in-family, White, Male,0,1590,40,nan, <=50K,1,3,10
45, Self-emp-not-inc, Husband, White, Male,0,0,60, United-States, <=50K,8,2,9
32, Private, Not-in-family, White, Female,0,0,20, United-States, <=50K,6,1,11
30, Private, Husband, White, Male,0,0,50, United-States, <=50K,11,2,4
57,nan, Husband, White, Male,0,0,80, United-States, >50K,1,2,12
37, Private, Not-in-family, White, Female,0,0,56, United-States, <=50K,2,3,10
18,nan, Own-child, White, Female,0,0,40, United-States, <=50K,6,1,12
32, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,6
43, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,4
46, Private, Unmarried, White, Female,6497,0,50, United-States, <=50K,4,3,4
36,nan, Unmarried, White, Female,0,0,28, United-States, <=50K,2,3,12
33, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,4,1,2
48, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,1
34, Private, Husband, White, Female,0,0,40, United-States, <=50K,2,2,6
34, Local-gov, Not-in-family, White, Male,0,0,50, United-States, >50K,6,1,13
33, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,9
36, Private, Wife, White, Female,0,0,60, Germany, <=50K,1,2,2
23, Private, Not-in-family, White, Male,0,1669,55, United-States, <=50K,2,1,6
39, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,2
22, Private, Own-child, White, Female,0,0,25, United-States, <=50K,7,1,6
19, Private, Own-child, White, Male,0,0,20, United-States, <=50K,2,1,9
47, Private, Husband, White, Male,7298,0,45, United-States, >50K,2,2,6
46, Private, Not-in-family, White, Male,0,0,50, United-States, <=50K,8,1,8
47, Private, Not-in-family, White, Female,0,0,6, United-States, <=50K,4,3,6
47, Self-emp-not-inc, Husband, White, Male,0,0,35, United-States, >50K,10,2,4
52, Local-gov, Not-in-family, White, Female,0,0,40, United-States, <=50K,6,3,8
38, Self-emp-not-inc, Husband, White, Male,0,0,40, Mexico, <=50K,5,2,7
58, Private, Husband, White, Male,0,0,40, United-States, >50K,2,2,6
32, Private, Husband, White, Male,0,0,40, Mexico, <=50K,12,2,5
54, Self-emp-not-inc, Other-relative, White, Female,0,0,10, United-States, <=50K,8,2,11
20, Private, Not-in-family, White, Male,0,0,25, United-States, <=50K,6,1,1
25, Private, Not-in-family, White, Male,0,0,48, United-States, <=50K,7,1,6
25, Self-emp-not-inc, Not-in-family, White, Male,0,0,15, United-States, <=50K,5,1,7
36, State-gov, Not-in-family, White, Male,0,1876,44, United-States, <=50K,1,3,4
69, Self-emp-not-inc, Husband, White, Male,0,0,30, United-States, <=50K,2,2,11
28, Private, Wife, White, Female,0,0,45, United-States, >50K,1,2,4
20, Private, Own-child, White, Female,0,0,20, United-States, <=50K,6,1,1
21, Private, Unmarried, White, Male,0,0,40, United-States, <=50K,9,1,9
37, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,11
21, Private, Own-child, White, Male,0,0,32, United-States, <=50K,2,1,10
25,nan, Husband, White, Male,0,0,13, United-States, <=50K,7,2,12
39, Private, Other-relative, Black, Female,0,0,40, United-States, <=50K,2,2,5
34, Private, Husband, White, Male,0,0,40, United-States, >50K,8,2,5
33, Local-gov, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
47, Private, Husband, White, Male,0,0,50, United-States, >50K,2,2,8
29, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,8,1,1
48, Private, Husband, White, Male,0,0,89, United-States, <=50K,2,2,11
42, Self-emp-inc, Husband, White, Male,0,1977,60, United-States, >50K,10,2,4
29, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,3,3,10
34, Private, Own-child, White, Male,0,0,40, United-States, <=50K,2,1,3
20, Private, Own-child, White, Male,0,0,25, United-States, <=50K,6,1,5
41, Private, Husband, White, Male,0,0,40, United-States, >50K,4,2,4
45, Private, Not-in-family, White, Male,0,1876,50, United-States, <=50K,6,3,2
22,nan, Own-child, White, Male,0,0,40, United-States, <=50K,8,1,12
23, Private, Own-child, White, Male,0,0,44, United-States, <=50K,2,3,3
19, Private, Own-child, White, Female,0,0,38, United-States, <=50K,6,1,1
24, Private, Own-child, White, Male,0,0,40, United-States, <=50K,6,1,7
20, Private, Own-child, White, Male,0,0,30,nan, <=50K,6,1,6
32, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,3,7
52, Private, Unmarried, White, Male,15020,0,50, United-States, >50K,4,3,4
36, Private, Unmarried, White, Male,0,0,60, United-States, >50K,2,1,6
18, Private, Own-child, White, Male,0,0,30, United-States, <=50K,13,1,10
27, Private, Own-child, White, Female,0,0,40, United-States, <=50K,2,3,6
26, Private, Husband, White, Male,0,0,60, United-States, <=50K,6,2,6
52, Private, Unmarried, White, Female,0,0,32, United-States, <=50K,7,3,4
24, Private, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K,6,1,7
42, Federal-gov, Not-in-family, Black, Male,0,0,40, United-States, <=50K,2,3,1
39, Private, Wife, White, Female,7688,0,60, United-States, >50K,11,2,4
20,nan, Own-child, White, Female,0,0,35, United-States, <=50K,6,1,12
20, State-gov, Own-child, White, Female,0,0,10, United-States, <=50K,6,1,1
39, Private, Unmarried, White, Male,0,0,40,nan, <=50K,2,7,3
68,nan, Husband, White, Male,0,0,30, United-States, <=50K,3,2,12
35, Private, Unmarried, Black, Female,0,0,48, United-States, <=50K,2,1,10
54, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,5
24, Private, Own-child, White, Male,0,0,40, United-States, <=50K,1,1,2
24, Private, Not-in-family, White, Female,0,0,8, United-States, <=50K,1,1,4
20, Private, Own-child, Black, Female,0,0,15, United-States, <=50K,6,1,1
64,nan, Husband, White, Male,0,0,40, United-States, <=50K,15,2,12
28, Private, Not-in-family, White, Female,0,0,35, United-States, <=50K,1,1,4
36, Self-emp-not-inc, Husband, White, Male,0,0,47, United-States, <=50K,2,2,7
44, Self-emp-inc, Husband, White, Male,0,0,60,nan, <=50K,2,2,8
38, Private, Not-in-family, White, Male,0,2258,55, United-States, >50K,6,5,10
22, Private, Not-in-family, White, Female,0,0,60, United-States, <=50K,2,1,1
56, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,10
24, Private, Husband, White, Male,0,0,45, United-States, <=50K,1,2,4
24, Self-emp-not-inc, Not-in-family, White, Female,0,0,75, United-States, <=50K,6,1,5
22, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,7,1,1
21, Private, Own-child, White, Female,0,0,30, United-States, <=50K,6,1,2
42, Private, Husband, White, Male,0,0,40, United-States, >50K,1,2,2
41, Local-gov, Unmarried, White, Female,0,0,55, United-States, <=50K,4,3,4
19, Private, Own-child, White, Female,34095,0,20, United-States, <=50K,2,1,5
67, Self-emp-not-inc, Husband, White, Male,0,0,44, United-States, <=50K,6,2,9
20, Private, Own-child, White, Female,0,0,30, United-States, <=50K,6,1,6
32, Private, Husband, Other, Male,0,0,40, United-States, <=50K,2,2,7
46, Private, Own-child, Black, Female,0,0,40, United-States, <=50K,2,5,10
52, Private, Not-in-family, White, Female,0,0,36, United-States, <=50K,2,1,6
44, Private, Unmarried, Black, Male,0,0,40, United-States, <=50K,1,3,4
65,nan, Husband, White, Male,0,0,40, Mexico, <=50K,3,2,12
37, Local-gov, Husband, White, Male,0,1887,40, United-States, >50K,1,2,4
27, Self-emp-not-inc, Husband, White, Male,0,0,50, United-States, <=50K,6,2,9
35, Private, Wife, Black, Female,0,0,35, United-States, <=50K,2,2,10
30, Private, Not-in-family, White, Female,0,0,45, United-States, <=50K,2,1,1
64, Local-gov, Husband, White, Male,3137,0,40, United-States, <=50K,2,2,7
48, Private, Not-in-family, White, Female,0,0,37, United-States, >50K,2,3,1
35, Private, Unmarried, White, Female,0,0,40, United-States, <=50K,9,3,11
28, Self-emp-not-inc, Not-in-family, White, Male,0,0,45, United-States, <=50K,1,1,11
63, Self-emp-not-inc, Husband, Asian-Pac-Islander, Male,0,1977,32, China, >50K,1,2,4
40, Self-emp-not-inc, Husband, White, Male,0,0,55, United-States, >50K,11,2,4
33, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,6,1,6
40, Private, Husband, White, Male,0,0,50, United-States, >50K,6,2,7
25, Private, Other-relative, White, Male,0,0,45, Guatemala, <=50K,9,1,6
45, Self-emp-inc, Husband, White, Male,0,0,38, United-States, >50K,1,2,2
30, Private, Husband, White, Male,0,0,40, United-States, >50K,6,2,10
53, Private, Unmarried, Black, Female,0,0,40, United-States, <=50K,6,1,1
63, Private, Husband, Asian-Pac-Islander, Male,2105,0,40, Vietnam, <=50K,2,2,1
27, Local-gov, Husband, White, Male,0,0,60, United-States, <=50K,6,2,13
31, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,3,1,7
33, Private, Husband, White, Male,0,0,60, United-States, <=50K,2,2,8
39, State-gov, Not-in-family, White, Male,0,0,40, Mexico, >50K,1,3,13
42, Self-emp-not-inc, Husband, White, Male,0,0,45, United-States, >50K,6,2,7
19, Private, Own-child, Black, Male,0,0,30, United-States, <=50K,2,1,5
31, Private, Husband, White, Male,0,0,40, United-States, <=50K,1,2,4
53, Private, Husband, White, Male,0,0,40, United-States, <=50K,2,2,7
47, Self-emp-not-inc, Husband, White, Male,0,0,20, United-States, <=50K,6,2,4
27, Private, Own-child, White, Female,0,0,40, United-States, <=50K,10,1,1
22, Private, Not-in-family, White, Female,0,0,40, United-States, <=50K,2,1,11
29, Private, Wife, White, Female,0,0,40, United-States, >50K,2,2,6
52, Private, Unmarried, White, Female,0,1762,40, United-States, <=50K,2,7,6
32, Private, Own-child, White, Male,0,0,46, United-States, <=50K,8,3,7
23, Private, Not-in-family, White, Male,0,0,40, United-States, <=50K,2,1,6
27, Private, Own-child, White, Male,0,0,20, United-States, <=50K,6,1,1
